timestamp,feature_1,feature_2,feature_3,target,prediction,probability
2024-01-02 22:00:00,110.0551,47.2558,6.8812,1,0,0.4763
2024-01-02 23:00:00,107.4819,76.8326,10.9613,0,1,0.8149
2024-01-03 00:00:00,90.8531,85.1595,7.8796,1,1,0.8968
2024-01-03 01:00:00,89.4983,36.9409,4.1972,0,0,0.4358
2024-01-03 02:00:00,93.227,75.2468,23.5187,1,1,0.9052
2024-01-03 03:00:00,107.8214,38.3953,0.0751,0,0,0.3275
2024-01-03 04:00:00,96.5473,58.2297,6.3617,1,1,0.5588
2024-01-03 05:00:00,135.4781,28.7436,8.3731,0,0,0.243
2024-01-03 06:00:00,87.9904,71.6944,0.3985,0,1,0.8254
2024-01-03 07:00:00,83.7864,81.9582,0.6775,0,1,0.8215
2024-01-03 08:00:00,111.9061,89.9227,0.9959,1,1,0.8461
2024-01-03 09:00:00,121.7508,41.8236,0.2235,0,0,0.3279
2024-01-03 10:00:00,107.9627,97.2652,2.1514,1,1,0.9308
2024-01-03 11:00:00,112.9406,35.2414,5.3241,0,0,0.2924
2024-01-03 12:00:00,121.8408,12.8056,1.4002,0,0,-0.0582
2024-01-03 13:00:00,98.9499,98.5257,1.7295,1,1,0.861
2024-01-03 14:00:00,78.9394,66.386,4.6586,1,1,0.4966
2024-01-03 15:00:00,92.3633,85.8165,3.2572,1,1,0.9204
2024-01-03 16:00:00,114.7384,61.3883,0.6527,1,1,0.6521
2024-01-03 17:00:00,78.641,45.061,0.3996,0,0,0.2133
2024-01-03 18:00:00,100.9012,63.5673,1.4397,0,1,0.6775
2024-01-03 19:00:00,104.2175,87.8134,3.9224,1,1,0.8304
2024-01-03 20:00:00,95.6527,77.6386,3.4153,0,1,0.8957
2024-01-03 21:00:00,111.3184,73.474,6.6443,1,1,0.7138
2024-01-03 22:00:00,109.1724,38.3049,2.2077,0,0,0.3952
2024-01-03 23:00:00,135.4119,12.8465,12.3315,0,0,-0.071
2024-01-04 00:00:00,109.7762,47.2483,1.2441,1,0,0.3714
2024-01-04 01:00:00,91.2525,54.7349,6.2437,1,1,0.3402
2024-01-04 02:00:00,91.9755,31.3878,14.1874,1,0,0.2658
2024-01-04 03:00:00,87.9139,50.6716,7.5754,0,1,0.5727
2024-01-04 04:00:00,114.8125,95.5654,1.7314,1,1,0.9827
2024-01-04 05:00:00,91.9159,29.4526,5.3014,0,0,0.4377
2024-01-04 06:00:00,99.4086,37.2086,3.7417,1,0,0.4358
2024-01-04 07:00:00,111.7727,20.1008,1.5567,0,0,0.387
2024-01-04 08:00:00,89.5702,80.645,5.9829,1,1,0.7714
2024-01-04 09:00:00,96.0573,80.0011,3.5003,1,1,0.8674
2024-01-04 10:00:00,72.7217,92.2018,0.2776,1,1,1.0296
2024-01-04 11:00:00,84.171,49.9397,11.5342,1,0,0.6178
2024-01-04 12:00:00,91.9403,12.2441,6.1124,0,0,0.1748
2024-01-04 13:00:00,106.7818,53.4397,4.8626,1,1,0.6111
2024-01-04 14:00:00,118.521,55.0049,1.641,0,1,0.3017
2024-01-04 15:00:00,100.2434,27.1191,1.138,1,0,0.338
2024-01-04 16:00:00,104.4715,93.1273,0.7375,1,1,0.9052
2024-01-04 17:00:00,103.0685,75.9197,18.6357,1,1,0.7799
2024-01-04 18:00:00,116.9087,57.1265,1.3103,0,1,0.6104
2024-01-04 19:00:00,114.0276,79.798,6.7722,1,1,0.9428
2024-01-04 20:00:00,104.6826,22.8966,1.1835,0,0,0.196
2024-01-04 21:00:00,85.2998,88.4619,2.3292,1,1,0.7047
2024-01-04 22:00:00,114.1997,83.9925,8.4744,1,1,0.8294
2024-01-04 23:00:00,106.3219,94.4221,0.7655,1,1,0.9337
2024-01-05 00:00:00,119.0979,70.9046,19.0631,1,1,0.8413
2024-01-05 01:00:00,100.1305,21.9445,5.9923,0,0,0.1033
2024-01-05 02:00:00,130.0759,75.2114,5.2478,1,1,0.556
2024-01-05 03:00:00,95.1753,51.3432,3.0235,1,1,0.3256
2024-01-05 04:00:00,124.6552,74.231,0.6065,1,1,0.7002
2024-01-05 05:00:00,102.3444,57.011,3.4548,1,1,0.7248
2024-01-05 06:00:00,92.8153,10.3699,0.1717,0,0,0.1475
2024-01-05 07:00:00,83.5751,93.9104,1.6284,1,1,1.0335
2024-01-05 08:00:00,98.3428,71.8347,2.424,1,1,0.857
2024-01-05 09:00:00,122.1293,63.4859,8.7775,1,1,0.7738
2024-01-05 10:00:00,112.9682,17.8368,0.4414,1,0,0.2833
2024-01-05 11:00:00,111.049,52.0188,1.6362,1,1,0.5188
2024-01-05 12:00:00,64.7533,14.1526,4.7048,0,0,0.1015
2024-01-05 13:00:00,111.396,56.852,3.4195,0,1,0.574
2024-01-05 14:00:00,109.0589,69.3086,9.9306,1,1,0.7637
2024-01-05 15:00:00,92.3561,38.1233,2.4279,1,0,0.325
2024-01-05 16:00:00,91.191,61.9804,0.2272,1,1,0.5751
2024-01-05 17:00:00,100.6431,38.0929,1.1517,1,0,0.4154
2024-01-05 18:00:00,126.7538,90.2922,1.0193,1,1,1.1417
2024-01-05 19:00:00,84.7422,38.8792,2.8201,0,0,0.4447
2024-01-05 20:00:00,94.2293,27.3291,0.2684,0,0,0.1458
2024-01-05 21:00:00,121.2881,34.8985,1.8203,0,0,0.2788
2024-01-05 22:00:00,93.9631,38.7235,3.8995,0,0,0.4375
2024-01-05 23:00:00,95.2069,49.7004,2.1371,0,0,0.5715
2024-01-06 00:00:00,102.1984,20.5886,0.1317,0,0,0.0991
2024-01-06 01:00:00,81.9565,23.4389,4.6919,0,0,0.2579
2024-01-06 02:00:00,104.058,34.6273,11.1826,1,0,0.2868
2024-01-06 03:00:00,82.445,11.3731,12.8002,0,0,0.1802
2024-01-06 04:00:00,114.1317,66.065,11.9,1,1,0.7734
2024-01-06 05:00:00,100.7981,56.2655,8.3101,0,1,0.4815
2024-01-06 06:00:00,135.2952,28.592,4.4697,0,0,0.1642
2024-01-06 07:00:00,105.0103,41.5286,7.0787,1,0,0.6552
2024-01-06 08:00:00,121.4282,38.6636,2.0847,0,0,0.2953
2024-01-06 09:00:00,81.0569,22.7401,8.8375,1,0,0.1625
2024-01-06 10:00:00,98.932,73.3918,2.8465,1,1,0.7622
2024-01-06 11:00:00,105.6755,35.4941,2.7891,1,0,0.1934
2024-01-06 12:00:00,127.2082,32.0343,6.5324,1,0,0.4479
2024-01-06 13:00:00,75.3607,16.4119,6.648,0,0,0.1806
2024-01-06 14:00:00,115.796,65.1937,0.2941,1,1,0.5557
2024-01-06 15:00:00,109.7601,40.4865,0.5782,0,0,0.3788
2024-01-06 16:00:00,124.0278,49.9283,2.456,1,0,0.4967
2024-01-06 17:00:00,111.6054,21.7067,6.388,0,0,0.2026
2024-01-06 18:00:00,101.6163,52.3662,5.6655,1,1,0.5259
2024-01-06 19:00:00,92.9367,70.7946,9.7778,1,1,0.4204
2024-01-06 20:00:00,81.9426,19.5334,13.9012,0,0,0.1833
2024-01-06 21:00:00,103.8049,14.842,3.1135,0,0,-0.0465
2024-01-06 22:00:00,97.9493,48.3819,4.2502,1,0,0.5097
2024-01-06 23:00:00,131.4509,26.1085,4.2002,0,0,0.2365
2024-01-07 00:00:00,91.6106,63.6509,3.6585,0,1,0.8224
2024-01-07 01:00:00,105.7223,63.3481,0.887,0,1,0.6711
2024-01-07 02:00:00,77.1119,85.2557,2.4006,1,1,1.0556
2024-01-07 03:00:00,94.8919,72.9429,6.8449,1,1,0.9122
2024-01-07 04:00:00,104.8439,65.4684,12.9288,1,1,0.7594
2024-01-07 05:00:00,113.3762,38.1197,0.7071,1,0,0.2442
2024-01-07 06:00:00,122.8387,83.5698,0.0765,1,1,0.9293
2024-01-07 07:00:00,100.2371,74.1609,8.0369,0,1,0.9184
2024-01-07 08:00:00,83.9835,70.3783,15.0763,0,1,0.8774
2024-01-07 09:00:00,107.8558,58.0136,0.4471,1,1,0.5007
2024-01-07 10:00:00,108.7584,97.6314,1.438,1,1,1.1098
2024-01-07 11:00:00,108.3811,78.0169,3.9132,1,1,0.7317
2024-01-07 12:00:00,90.3224,51.9126,2.0589,0,1,0.5258
2024-01-07 13:00:00,118.1207,21.8616,2.5093,0,0,0.2224
2024-01-07 14:00:00,102.2803,83.1566,4.7797,1,1,0.8325
2024-01-07 15:00:00,111.5626,92.772,2.2447,1,1,1.0247
2024-01-07 16:00:00,120.275,52.1448,5.3827,0,1,0.5965
2024-01-07 17:00:00,110.2032,51.0026,7.6261,0,1,0.5279
2024-01-07 18:00:00,105.3162,71.603,8.3105,1,1,0.821
2024-01-07 19:00:00,133.6208,73.9194,4.6825,1,1,0.7128
2024-01-07 20:00:00,104.6795,51.8857,0.6637,0,1,0.5476
2024-01-07 21:00:00,96.5017,30.8525,4.2018,1,0,0.341
2024-01-07 22:00:00,102.6941,30.1415,1.9356,0,0,0.3309
2024-01-07 23:00:00,123.4912,87.4987,1.5361,1,1,0.8695
2024-01-08 00:00:00,102.8086,65.5248,0.9848,0,1,0.6668
2024-01-08 01:00:00,108.8924,92.1575,3.1062,1,1,0.9142
2024-01-08 02:00:00,119.1592,45.2869,2.8983,1,0,0.5209
2024-01-08 03:00:00,93.2454,72.9653,3.1409,0,1,0.5569
2024-01-08 04:00:00,74.8365,69.8663,16.8902,1,1,0.761
2024-01-08 05:00:00,105.5811,80.9901,3.2716,1,1,0.7385
2024-01-08 06:00:00,104.53,89.4164,9.2999,1,1,0.9261
2024-01-08 07:00:00,91.8234,50.7955,1.2285,1,1,0.5018
2024-01-08 08:00:00,114.2756,12.7238,0.3019,0,0,0.1879
2024-01-08 09:00:00,110.2831,52.7801,13.9708,0,1,0.4872
2024-01-08 10:00:00,85.966,41.6297,1.6179,0,0,0.3502
2024-01-08 11:00:00,108.94,51.5118,4.7123,0,1,0.5949
2024-01-08 12:00:00,98.1031,25.3721,1.8846,0,0,0.1832
2024-01-08 13:00:00,78.5722,79.1147,0.3309,0,1,0.6018
2024-01-08 14:00:00,107.9687,64.3996,0.9911,0,1,0.6879
2024-01-08 15:00:00,100.4115,21.4655,7.2617,0,0,0.2943
2024-01-08 16:00:00,89.7876,19.2639,1.6158,0,0,0.0499
2024-01-08 17:00:00,109.0509,83.5798,10.1649,0,1,0.8393
2024-01-08 18:00:00,108.5282,81.7082,0.6804,1,1,0.6868
2024-01-08 19:00:00,92.3509,39.3283,4.9758,0,0,0.3127
2024-01-08 20:00:00,107.2085,68.4506,0.7944,1,1,0.7326
2024-01-08 21:00:00,116.5518,81.3188,4.811,0,1,0.8906
2024-01-08 22:00:00,90.3146,57.9471,0.2543,0,1,0.6086
2024-01-08 23:00:00,106.9321,46.0735,0.6077,0,0,0.3865
2024-01-09 00:00:00,101.1939,47.2098,0.1963,0,0,0.5672
2024-01-09 01:00:00,135.5855,65.8787,5.7671,1,1,0.8545
2024-01-09 02:00:00,72.8682,59.3154,9.851,1,1,0.5674
2024-01-09 03:00:00,111.7348,97.6503,4.3362,1,1,0.9523
2024-01-09 04:00:00,96.5223,44.5435,0.2143,0,0,0.4214
2024-01-09 05:00:00,99.6593,40.6643,6.3179,1,0,0.3907
2024-01-09 06:00:00,130.0883,83.2524,0.3137,1,1,0.7508
2024-01-09 07:00:00,101.0637,63.1873,6.2684,0,1,0.6376
2024-01-09 08:00:00,135.2623,80.5883,1.4991,1,1,0.8193
2024-01-09 09:00:00,94.4849,49.1818,1.4883,0,0,0.3655
2024-01-09 10:00:00,106.5405,80.8594,5.672,1,1,0.7926
2024-01-09 11:00:00,93.7556,59.0074,9.7417,1,1,0.5703
2024-01-09 12:00:00,90.7228,31.2539,2.1796,0,0,0.368
2024-01-09 13:00:00,102.1801,69.6351,6.3349,0,1,0.5738
2024-01-09 14:00:00,96.9392,17.0105,4.5887,0,0,0.1619
2024-01-09 15:00:00,104.3213,93.7777,2.1518,1,1,0.8557
2024-01-09 16:00:00,69.2347,61.6769,0.4032,0,1,0.667
2024-01-09 17:00:00,131.7095,53.7967,2.9333,0,1,0.5237
2024-01-09 18:00:00,98.72,63.2947,3.5773,1,1,0.6917
2024-01-09 19:00:00,127.7773,51.6618,1.3523,0,1,0.3569
2024-01-09 20:00:00,85.9518,59.9579,1.9711,1,1,0.4513
2024-01-09 21:00:00,105.7283,83.9821,2.321,1,1,0.9816
2024-01-09 22:00:00,149.4354,25.8557,8.6494,1,0,0.1247
2024-01-09 23:00:00,88.0571,96.0295,2.689,1,1,0.8198
2024-01-10 00:00:00,78.5435,16.2647,5.1345,0,0,0.204
2024-01-10 01:00:00,92.9858,19.787,10.4315,1,0,0.1658
2024-01-10 02:00:00,108.4983,83.266,0.7721,1,1,0.846
2024-01-10 03:00:00,111.8659,79.4209,1.9766,1,1,0.9302
2024-01-10 04:00:00,120.9594,44.102,7.7597,0,0,0.4635
2024-01-10 05:00:00,97.414,54.4866,2.0397,1,1,0.6644
2024-01-10 06:00:00,76.9425,69.4148,2.6224,1,1,0.6903
2024-01-10 07:00:00,94.7155,18.148,5.2775,0,0,0.2589
2024-01-10 08:00:00,120.2252,83.533,3.1809,1,1,0.959
2024-01-10 09:00:00,108.4397,89.8535,18.1533,1,1,1.0638
2024-01-10 10:00:00,71.5597,91.293,4.8632,1,1,0.7871
2024-01-10 11:00:00,100.8283,67.252,0.8736,0,1,0.7928
2024-01-10 12:00:00,122.6593,10.0166,0.2282,0,0,0.2153
2024-01-10 13:00:00,133.7592,23.2053,13.3184,0,0,0.1014
2024-01-10 14:00:00,109.9345,23.4295,12.1449,0,0,0.0125
2024-01-10 15:00:00,106.097,57.813,0.1293,1,1,0.5092
2024-01-10 16:00:00,82.5012,45.0984,4.6957,0,0,0.2796
2024-01-10 17:00:00,88.5529,62.0138,8.2522,1,1,0.8906
2024-01-10 18:00:00,102.1187,27.61,3.5749,1,0,0.2897
2024-01-10 19:00:00,109.0762,71.3365,7.5905,1,1,0.7747
2024-01-10 20:00:00,110.2557,38.4938,3.5482,1,0,0.3285
2024-01-10 21:00:00,94.1355,61.3249,4.3552,0,1,0.6622
2024-01-10 22:00:00,83.8747,92.1884,2.1084,1,1,0.9068
2024-01-10 23:00:00,89.5814,37.4095,1.2095,0,0,0.4613
2024-01-11 00:00:00,83.8077,94.9,8.8812,1,1,0.9156
2024-01-11 01:00:00,111.2522,49.1254,0.1657,1,0,0.5896
2024-01-11 02:00:00,66.2082,98.4322,6.4779,0,1,1.103
2024-01-11 03:00:00,96.3778,40.9838,2.399,0,0,0.3216
2024-01-11 04:00:00,108.3219,18.0359,30.6441,0,0,0.155
2024-01-11 05:00:00,124.6731,10.7307,0.4085,1,0,0.2097
2024-01-11 06:00:00,102.563,98.7779,0.4023,1,1,0.8609
2024-01-11 07:00:00,116.7486,46.3778,13.7068,0,0,0.3512
2024-01-11 08:00:00,95.404,21.48,1.2718,0,0,0.26
2024-01-11 09:00:00,90.1426,36.4766,3.5008,0,0,0.2995
2024-01-11 10:00:00,91.2155,43.2301,4.2717,1,0,0.5896
2024-01-11 11:00:00,124.7994,59.3997,3.9729,1,1,0.7463
2024-01-11 12:00:00,116.6759,14.7815,2.7071,1,0,0.0832
2024-01-11 13:00:00,108.9523,73.3019,6.6034,1,1,0.5618
2024-01-11 14:00:00,152.3239,83.8678,9.4061,0,1,0.7472
2024-01-11 15:00:00,101.0366,42.332,3.7513,1,0,0.4544
2024-01-11 16:00:00,111.0001,87.5123,0.264,1,1,0.8695
2024-01-11 17:00:00,106.2349,87.9112,3.1964,1,1,0.8464
2024-01-11 18:00:00,98.1625,31.1717,3.7164,0,0,0.2277
2024-01-11 19:00:00,136.8965,73.2,2.9082,1,1,0.736
2024-01-11 20:00:00,124.5508,45.4841,1.568,0,0,0.4375
2024-01-11 21:00:00,80.2085,38.6315,9.0397,1,0,0.2384
2024-01-11 22:00:00,95.4695,44.4511,1.7341,0,0,0.4073
2024-01-11 23:00:00,108.1157,44.3409,1.3988,0,0,0.6321
2024-01-12 00:00:00,113.5385,59.0607,1.3924,1,1,0.603
2024-01-12 01:00:00,81.006,69.6239,7.2974,1,1,0.7919
2024-01-12 02:00:00,67.1626,52.7384,2.2468,0,1,0.5242
2024-01-12 03:00:00,72.4975,26.9404,3.0424,0,0,0.2054
2024-01-12 04:00:00,100.5223,44.6136,6.8954,0,0,0.3613
2024-01-12 05:00:00,100.0382,93.2034,0.6132,1,1,0.7117
2024-01-12 06:00:00,106.8915,85.5966,1.3791,1,1,0.8022
2024-01-12 07:00:00,89.8723,23.8841,6.5988,0,0,0.2824
2024-01-12 08:00:00,82.9354,99.771,10.6108,1,1,0.9024
2024-01-12 09:00:00,70.74,70.3059,2.2462,1,1,0.8922
2024-01-12 10:00:00,106.672,22.085,2.1692,1,0,0.2829
2024-01-12 11:00:00,107.3026,16.4571,3.5225,0,0,0.259
2024-01-12 12:00:00,116.825,11.4137,12.3041,0,0,0.185
2024-01-12 13:00:00,113.743,74.9205,5.2969,1,1,0.8218
2024-01-12 14:00:00,98.7542,53.8031,4.6471,1,1,0.6129
2024-01-12 15:00:00,122.2894,49.3062,2.9798,0,0,0.3899
2024-01-12 16:00:00,99.5963,99.1196,2.7137,1,1,0.7126
2024-01-12 17:00:00,91.5878,17.6197,4.2122,0,0,0.2454
2024-01-12 18:00:00,93.7365,67.8019,8.7661,1,1,0.6557
2024-01-12 19:00:00,92.7603,47.427,0.6693,1,0,0.4812
2024-01-12 20:00:00,68.6029,51.0426,3.8568,1,1,0.2492
2024-01-12 21:00:00,104.0994,81.0036,7.4906,0,1,0.8819
2024-01-12 22:00:00,105.5358,64.3987,2.618,1,1,0.5568
2024-01-12 23:00:00,96.184,48.3134,4.3944,0,0,0.5957
2024-01-13 00:00:00,90.8148,26.1818,0.7433,0,0,0.2699
2024-01-13 01:00:00,107.4185,55.8473,1.5074,0,1,0.5281
2024-01-13 02:00:00,127.991,59.6845,1.6906,0,1,0.7233
2024-01-13 03:00:00,102.331,50.5041,1.8833,1,1,0.5758
2024-01-13 04:00:00,93.9893,41.9777,0.4251,0,0,0.3811
2024-01-13 05:00:00,92.713,26.7212,2.7325,0,0,0.164
2024-01-13 06:00:00,100.6971,64.4116,20.4461,1,1,0.6988
2024-01-13 07:00:00,82.4254,62.0145,4.2902,0,1,0.5617
2024-01-13 08:00:00,99.86,86.2123,5.0069,0,1,1.0204
2024-01-13 09:00:00,102.7179,31.3075,7.4062,0,0,0.2084
2024-01-13 10:00:00,130.0079,55.1556,11.5066,1,1,0.4267
2024-01-13 11:00:00,116.2282,46.9754,10.4538,1,0,0.3742
2024-01-13 12:00:00,117.6206,59.155,0.0782,1,1,0.6958
2024-01-13 13:00:00,90.8972,43.0273,0.6437,0,0,0.3974
2024-01-13 14:00:00,112.0631,98.041,1.5284,1,1,0.8047
2024-01-13 15:00:00,84.382,61.1335,4.0437,1,1,0.6048
2024-01-13 16:00:00,106.5982,73.4394,13.3052,1,1,0.6347
2024-01-13 17:00:00,108.2388,20.1848,6.7906,0,0,0.243
2024-01-13 18:00:00,90.1053,53.338,0.6757,0,1,0.5735
2024-01-13 19:00:00,132.4465,72.1448,0.1733,1,1,0.6933
2024-01-13 20:00:00,110.5334,22.7879,2.8231,0,0,0.2228
2024-01-13 21:00:00,72.7251,75.8164,5.8567,1,1,0.855
2024-01-13 22:00:00,110.3243,98.5221,22.9927,1,1,0.983
2024-01-13 23:00:00,95.6281,98.5302,0.71,0,1,1.0358
2024-01-14 00:00:00,101.8931,80.0983,10.0825,1,1,0.731
2024-01-14 01:00:00,109.0103,51.8443,12.5433,0,1,0.4896
2024-01-14 02:00:00,107.8646,17.0411,11.7306,0,0,0.0744
2024-01-14 03:00:00,70.6604,90.0924,2.1876,1,1,0.9892
2024-01-14 04:00:00,84.1552,17.9602,2.5735,0,0,0.2531
2024-01-14 05:00:00,113.7363,52.5206,4.0703,1,1,0.5635
2024-01-14 06:00:00,121.8398,76.7517,6.2237,1,1,0.7611
2024-01-14 07:00:00,131.0684,96.437,0.6337,1,1,0.766
2024-01-14 08:00:00,129.5445,17.0274,11.3859,0,0,0.239
2024-01-14 09:00:00,70.4331,67.0319,11.4313,1,1,0.681
2024-01-14 10:00:00,113.722,81.8288,4.476,1,1,0.8978
2024-01-14 11:00:00,72.5747,38.125,4.7938,1,0,0.2955
2024-01-14 12:00:00,126.6708,14.7497,25.693,0,0,-0.0287
2024-01-14 13:00:00,105.8326,40.9192,0.2315,1,0,0.3846
2024-01-14 14:00:00,84.4664,80.0674,6.7114,1,1,0.8067
2024-01-14 15:00:00,132.7678,52.1982,2.1922,1,1,0.405
2024-01-14 16:00:00,111.8388,56.1397,2.9792,0,1,0.636
2024-01-14 17:00:00,72.9846,52.2309,2.6286,0,1,0.4183
2024-01-14 18:00:00,106.4789,76.0433,2.9869,1,1,0.8728
2024-01-14 19:00:00,90.7769,47.8914,9.0031,0,0,0.4586
2024-01-14 20:00:00,103.6984,96.4523,1.7075,1,1,0.7467
2024-01-14 21:00:00,94.8652,81.8401,3.2419,1,1,0.8992
2024-01-14 22:00:00,123.0652,36.0288,0.7228,0,0,0.4487
2024-01-14 23:00:00,80.1839,13.1794,1.0133,0,0,0.2691
2024-01-15 00:00:00,106.8837,93.0578,7.2612,1,1,1.0143
2024-01-15 01:00:00,129.8462,77.4483,12.4051,1,1,0.8112
2024-01-15 02:00:00,89.3441,75.4275,13.7931,0,1,0.7395
2024-01-15 03:00:00,105.2651,60.7336,0.4375,0,1,0.662
2024-01-15 04:00:00,105.1387,15.5276,11.2976,0,0,0.0991
2024-01-15 05:00:00,91.4653,52.5844,4.5015,0,1,0.5015
2024-01-15 06:00:00,111.992,25.2171,2.3092,0,0,0.2009
2024-01-15 07:00:00,103.547,14.6458,5.2406,0,0,0.2116
2024-01-15 08:00:00,87.5828,99.1328,2.3851,1,1,0.9594
2024-01-15 09:00:00,129.1081,82.8006,2.8865,1,1,0.6373
2024-01-15 10:00:00,114.2241,66.1885,3.5532,1,1,0.6887
2024-01-15 11:00:00,99.5174,35.8134,4.4346,0,0,0.289
2024-01-15 12:00:00,92.3163,17.4259,14.4811,0,0,0.1118
2024-01-15 13:00:00,90.0548,55.5036,0.5096,0,1,0.5372
2024-01-15 14:00:00,120.9949,86.6301,1.7645,1,1,0.8964
2024-01-15 15:00:00,99.8574,35.0064,2.086,0,0,0.3745
2024-01-15 16:00:00,109.1653,21.9285,4.1521,0,0,0.0984
2024-01-15 17:00:00,99.286,35.2875,11.3798,1,0,0.4594
2024-01-15 18:00:00,111.5884,87.2073,4.3355,1,1,0.7741
2024-01-15 19:00:00,100.3491,11.2783,9.2916,0,0,0.1067
2024-01-15 20:00:00,113.8657,20.0394,2.7816,0,0,0.2489
2024-01-15 21:00:00,99.3284,25.7152,1.9489,0,0,0.0055
2024-01-15 22:00:00,114.8888,63.2593,1.9179,1,1,0.5204
2024-01-15 23:00:00,112.4811,23.6022,0.9826,0,0,0.3047
2024-01-16 00:00:00,100.3689,50.1988,0.7727,0,1,0.6111
2024-01-16 01:00:00,88.959,82.7057,8.4097,1,1,0.8293
2024-01-16 02:00:00,87.7299,33.5127,6.6331,1,0,0.2436
2024-01-16 03:00:00,90.7981,73.0697,22.6435,0,1,0.7392
2024-01-16 04:00:00,87.0583,53.6427,1.1829,0,1,0.559
2024-01-16 05:00:00,115.493,81.9435,3.6608,1,1,0.6258
2024-01-16 06:00:00,101.4799,87.5813,4.28,1,1,0.841
2024-01-16 07:00:00,126.3297,40.8563,4.7788,0,0,0.353
2024-01-16 08:00:00,137.2367,17.5961,0.5238,0,0,0.3324
2024-01-16 09:00:00,102.5863,23.0563,1.6759,0,0,0.147
2024-01-16 10:00:00,78.427,94.0548,0.6309,0,1,0.9027
2024-01-16 11:00:00,96.3627,23.8735,1.6,0,0,0.293
2024-01-16 12:00:00,101.0737,54.6353,2.8894,0,1,0.5272
2024-01-16 13:00:00,79.3562,99.4227,10.8293,1,1,1.049
2024-01-16 14:00:00,98.3929,79.3331,1.7018,1,1,0.6663
2024-01-16 15:00:00,106.6618,31.4153,12.4865,0,0,0.185
2024-01-16 16:00:00,95.1918,49.6167,22.4617,1,0,0.3802
2024-01-16 17:00:00,90.4459,67.3817,7.0013,1,1,0.6148
2024-01-16 18:00:00,90.5998,28.9771,12.9192,0,0,0.1103
2024-01-16 19:00:00,129.7514,76.0925,5.4896,1,1,0.9028
