transaction_id,user_id,amount,timestamp,card_last4,ip_address,country,device_type,is_fraud,fraud_type,velocity_score,account_age_days
T00064,9056,8.01,2024-01-16 05:42:15,4697,64.60.213.156,NG,mobile,1,card_testing,95,18
T00065,9561,454.71,2024-01-15 15:33:55,4457,88.30.50.243,ES,desktop,0,none,10,3553
T00066,5335,82.74,2024-01-16 05:37:12,8699,10.209.230.177,MX,mobile,0,none,6,2290
T00067,5771,1428.56,2024-01-16 06:45:27,4241,176.119.135.202,BR,mobile,1,velocity_fraud,92,27
T00068,7965,3308.65,2024-01-16 04:43:27,5728,16.84.157.153,RU,mobile,1,account_takeover,99,8
T00069,8195,1414.48,2024-01-15 19:44:07,5102,21.20.221.189,BR,desktop,1,velocity_fraud,100,8
T00070,1423,49.98,2024-01-16 07:43:14,8245,11.89.240.133,NG,tablet,1,card_testing,91,26
T00071,5557,294.74,2024-01-15 19:41:21,2713,130.178.209.86,CO,mobile,0,none,21,3365
T00072,3634,348.37,2024-01-15 17:11:22,6296,19.232.45.81,CO,tablet,0,none,10,2743
T00073,2899,205.07,2024-01-15 14:49:46,9494,148.236.211.14,MX,tablet,0,none,17,3408
T00074,6927,251.75,2024-01-16 01:38:52,2989,78.67.147.113,MX,mobile,0,none,15,3142
T00075,1472,306.39,2024-01-15 16:10:51,2858,151.7.208.24,US,desktop,0,none,8,2937
T00076,8560,325.62,2024-01-16 01:34:02,8736,190.139.212.214,AR,tablet,0,none,5,2071
T00077,4993,76.6,2024-01-15 23:06:27,6568,44.35.141.198,ES,tablet,0,none,7,2485
T00078,9318,6.27,2024-01-16 03:36:32,8935,178.250.76.115,ES,tablet,0,none,24,1252
T00079,6654,382.62,2024-01-15 22:57:21,1715,188.122.196.60,AR,mobile,0,none,13,1895
T00080,6213,354.09,2024-01-15 11:39:14,8213,19.64.169.223,US,desktop,0,none,13,1611
T00081,2633,231.18,2024-01-15 17:38:57,6546,49.38.240.201,CO,tablet,0,none,24,620
T00082,7512,426.62,2024-01-15 10:29:28,4846,91.249.18.159,ES,desktop,0,none,22,3549
T00083,5708,374.65,2024-01-15 19:48:36,1919,52.153.14.12,MX,desktop,0,none,14,433
T00084,5806,218.19,2024-01-15 10:52:30,7267,184.92.87.45,CO,tablet,0,none,8,2205
T00085,4945,293.66,2024-01-15 18:28:20,9955,75.4.238.231,AR,desktop,0,none,8,1918
T00086,3588,1975.92,2024-01-15 22:00:22,8916,65.233.154.51,BR,tablet,1,velocity_fraud,79,20
T00087,2747,288.1,2024-01-16 04:36:17,1803,178.202.140.3,AR,mobile,0,none,19,1241
T00088,9138,451.95,2024-01-15 17:07:30,3240,100.112.97.159,US,tablet,0,none,25,3302
T00089,2591,324.94,2024-01-15 18:44:40,6352,158.186.67.24,CO,mobile,0,none,10,3260
T00090,7807,70.42,2024-01-16 01:32:36,5835,138.139.84.66,AR,tablet,0,none,18,3619
T00091,6549,236.82,2024-01-15 22:21:57,1228,182.203.187.24,US,tablet,0,none,3,606
T00092,5332,230.12,2024-01-15 16:30:47,8724,107.190.55.173,AR,tablet,0,none,22,3097
T00093,1410,471.87,2024-01-15 22:51:56,2911,26.237.154.167,US,tablet,0,none,11,2528
T00094,3290,15.57,2024-01-15 21:30:29,9850,138.69.198.117,CN,mobile,1,card_testing,85,3
T00095,7866,364.67,2024-01-15 21:29:26,4559,167.208.143.9,MX,desktop,0,none,14,2712
T00096,8264,121.88,2024-01-15 18:02:40,4109,175.183.31.102,AR,tablet,0,none,12,436
T00097,3001,412.97,2024-01-15 20:08:33,4990,173.10.25.202,US,tablet,0,none,3,2744
T00098,3063,106.58,2024-01-15 13:22:20,1046,65.119.168.199,US,tablet,0,none,25,2300
T00099,5542,76.62,2024-01-15 21:02:35,4898,38.13.67.4,AR,mobile,0,none,5,2242
T00100,6304,152.18,2024-01-15 21:10:53,9408,17.243.229.200,CN,tablet,1,velocity_fraud,93,13
T00101,2786,114.67,2024-01-15 22:37:20,7984,127.15.31.123,ES,desktop,0,none,20,207
T00102,2768,455.3,2024-01-16 06:43:50,9984,47.33.64.71,AR,tablet,0,none,3,360
T00103,6327,300.71,2024-01-16 07:50:14,4522,120.50.58.219,ES,tablet,0,none,10,1888
T00104,8046,118.1,2024-01-15 19:22:43,5176,116.48.160.110,CO,desktop,0,none,11,3419
T00105,7132,344.98,2024-01-15 21:34:03,3131,33.221.49.191,MX,mobile,0,none,16,304
T00106,1982,282.99,2024-01-15 18:28:20,6119,100.216.26.248,MX,desktop,0,none,11,2774
T00107,6761,942.7,2024-01-15 18:08:32,4705,217.188.58.196,CN,desktop,1,account_takeover,85,7
T00108,8030,487.4,2024-01-15 17:56:58,6062,165.136.14.47,ES,mobile,0,none,20,2543
T00109,6567,94.8,2024-01-16 03:18:51,4524,46.15.46.192,CO,mobile,0,none,5,2349
T00110,7163,173.74,2024-01-15 13:43:52,1815,162.43.26.40,AR,tablet,0,none,12,1306
T00111,2336,332.66,2024-01-15 23:39:09,2816,79.110.58.89,CO,desktop,0,none,16,2516
T00112,5640,298.6,2024-01-15 15:26:34,5938,66.202.28.2,AR,mobile,0,none,17,2762
T00113,4460,383.26,2024-01-15 21:50:34,9725,137.220.89.34,MX,mobile,0,none,10,1373
T00114,4770,417.51,2024-01-15 10:50:05,6129,20.223.9.118,CO,tablet,0,none,12,325
T00115,8033,356.2,2024-01-16 06:30:18,8538,15.166.87.206,MX,desktop,0,none,14,1215
T00116,6928,12.54,2024-01-15 20:07:35,3754,223.158.173.57,CN,desktop,1,card_testing,88,12
T00117,2251,61.44,2024-01-15 13:19:54,5193,175.75.120.27,AR,desktop,0,none,17,824
T00118,4232,80.67,2024-01-16 04:31:29,8354,170.252.237.194,MX,mobile,0,none,25,2714
T00119,6295,315.47,2024-01-15 10:02:42,6766,123.155.140.152,MX,desktop,0,none,5,1831
T00120,9312,231.44,2024-01-16 05:07:44,1672,166.46.196.119,NG,mobile,1,friendly_fraud,71,11
T00121,8368,287.97,2024-01-15 11:46:06,6626,138.77.31.116,ES,desktop,0,none,7,1346
T00122,2381,90.42,2024-01-15 18:17:59,7347,144.81.186.96,CO,desktop,0,none,8,2928
T00123,7697,341.05,2024-01-15 17:10:29,3463,94.48.197.73,AR,mobile,0,none,2,3262
T00124,6461,4600.38,2024-01-15 21:42:52,6381,153.43.158.144,BR,mobile,1,account_takeover,79,30
T00125,3093,415.33,2024-01-15 21:12:06,6060,175.216.185.5,ES,mobile,0,none,24,2837
T00126,3953,174.16,2024-01-15 11:40:56,9317,45.79.39.76,US,mobile,0,none,25,2021
T00127,9843,442.42,2024-01-15 14:35:03,3712,43.192.78.42,AR,tablet,0,none,2,2741
T00128,8170,1368.91,2024-01-15 16:42:28,6070,201.229.119.137,NG,tablet,1,velocity_fraud,77,14
T00129,8684,101.04,2024-01-15 13:54:01,4271,82.195.214.248,CO,desktop,0,none,22,2366
T00130,3267,30.83,2024-01-15 13:50:12,5469,36.63.145.22,AR,tablet,0,none,16,3610
T00131,8361,77.94,2024-01-15 22:26:04,9224,99.13.212.14,US,desktop,0,none,14,405
T00132,7126,497.29,2024-01-15 09:23:40,5700,35.171.74.36,MX,desktop,0,none,12,949
T00133,8740,73.7,2024-01-15 15:51:06,3449,11.40.9.66,CO,tablet,0,none,23,1951
T00134,9991,306.4,2024-01-15 23:17:07,8489,87.62.24.62,AR,mobile,0,none,14,485
T00135,2029,302.4,2024-01-16 06:23:04,6780,37.149.219.1,RU,tablet,1,friendly_fraud,70,20
T00136,4941,97.72,2024-01-16 01:07:01,1713,27.10.199.224,ES,desktop,0,none,22,380
T00137,7338,130.56,2024-01-15 09:36:51,6772,71.53.170.35,MX,desktop,0,none,1,1492
T00138,9945,323.18,2024-01-16 00:39:48,1605,132.93.69.17,CO,tablet,0,none,25,2834
T00139,5807,396.6,2024-01-16 07:33:10,4131,111.242.129.10,AR,tablet,0,none,2,1322
T00140,5687,391.52,2024-01-16 00:00:37,7334,104.223.204.191,AR,mobile,0,none,21,1389
T00141,6554,250.62,2024-01-16 05:56:04,3956,31.217.40.111,ES,desktop,0,none,16,1534
T00142,9937,55.79,2024-01-16 00:09:43,6759,124.218.85.177,AR,desktop,0,none,11,2737
T00143,8325,1248.96,2024-01-15 13:49:29,1510,172.207.186.132,CN,mobile,1,velocity_fraud,83,8
T00144,3339,340.65,2024-01-16 04:39:09,1530,70.187.185.99,US,mobile,0,none,15,172
T00145,3513,474.67,2024-01-16 07:38:59,5566,45.187.203.81,MX,tablet,0,none,12,1848
T00146,5089,17.83,2024-01-15 17:28:36,8311,153.60.134.199,ES,desktop,0,none,6,2074
T00147,4515,146.36,2024-01-16 00:12:21,2438,28.231.88.231,MX,mobile,0,none,16,849
T00148,6236,356.22,2024-01-15 16:09:51,2988,50.89.185.131,AR,desktop,0,none,18,2250
T00149,4292,122.18,2024-01-16 04:05:05,3126,156.188.239.206,AR,tablet,0,none,16,137
T00150,2412,499.8,2024-01-15 19:32:33,2215,211.37.64.249,BR,desktop,1,friendly_fraud,93,15
T00151,8372,261.09,2024-01-16 02:18:31,1907,160.93.66.111,ES,tablet,0,none,5,3626
T00152,3034,155.54,2024-01-15 15:08:49,5496,142.145.40.65,US,desktop,0,none,6,1351
T00153,3050,309.14,2024-01-16 06:44:11,6531,158.78.87.169,US,tablet,0,none,3,2088
T00154,1674,19.04,2024-01-16 07:15:53,1496,176.107.213.159,ES,desktop,0,none,2,2657
T00155,9159,275.06,2024-01-15 10:39:24,1981,185.207.152.117,CO,mobile,0,none,21,1267
T00156,3589,244.7,2024-01-15 22:31:00,3142,90.163.176.250,ES,mobile,0,none,7,1423
T00157,7070,57.56,2024-01-15 09:50:32,5754,125.126.72.25,MX,desktop,0,none,8,1940
T00158,7293,211.98,2024-01-16 02:44:26,8648,90.97.81.128,AR,tablet,0,none,6,3362
T00159,9171,251.2,2024-01-15 09:50:24,5609,71.110.180.13,ES,desktop,0,none,3,1640
T00160,9108,422.21,2024-01-15 17:37:44,6992,12.55.220.35,AR,tablet,0,none,22,1957
T00161,7606,203.29,2024-01-16 02:21:33,8378,151.147.37.99,US,desktop,0,none,19,2331
T00162,5582,313.5,2024-01-15 21:18:40,3363,110.191.173.143,US,mobile,0,none,20,516
T00163,4261,203.69,2024-01-16 00:38:18,3440,192.170.242.133,MX,mobile,0,none,2,215
T00164,9446,366.88,2024-01-15 08:36:20,7035,87.250.153.122,NG,tablet,1,velocity_fraud,89,23
T00165,6427,490.05,2024-01-15 09:52:11,8871,131.135.116.185,MX,tablet,0,none,19,1290
T00166,3793,361.99,2024-01-15 12:00:04,4125,184.124.16.147,CO,mobile,0,none,25,3475
T00167,1310,212.3,2024-01-15 13:01:38,9498,138.241.31.181,US,desktop,0,none,14,2858
T00168,4397,499.07,2024-01-15 20:53:57,5331,54.235.175.140,CO,desktop,0,none,16,2182
T00169,8932,127.03,2024-01-16 01:28:08,6714,83.106.250.82,US,desktop,0,none,18,1252
T00170,5480,288.87,2024-01-15 10:52:38,6674,47.148.21.74,CO,desktop,0,none,18,1585
T00171,8247,374.93,2024-01-16 06:24:58,4920,153.139.70.28,ES,desktop,0,none,7,857
T00172,4972,3262.13,2024-01-15 13:00:18,1084,184.241.51.175,BR,desktop,1,account_takeover,71,3
T00173,3587,467.84,2024-01-15 11:15:25,4804,92.146.30.233,US,desktop,0,none,16,1985
T00174,9767,425.91,2024-01-15 18:32:21,1613,19.203.253.48,CO,mobile,0,none,2,747
T00175,1151,303.38,2024-01-16 02:21:28,8668,149.252.68.218,CO,tablet,0,none,11,1195
T00176,5470,60.76,2024-01-15 20:16:25,5833,75.95.7.189,CO,tablet,0,none,6,3024
T00177,4164,428.79,2024-01-15 11:28:22,4027,93.44.205.172,CO,tablet,0,none,13,3417
T00178,3303,468.23,2024-01-16 05:12:24,1187,124.136.168.78,CO,mobile,0,none,1,1098
T00179,5285,347.92,2024-01-16 02:17:46,6095,88.81.207.176,MX,desktop,0,none,2,2765
T00180,2923,470.61,2024-01-16 06:03:15,7121,44.244.78.117,US,mobile,0,none,12,2547
T00181,7813,456.83,2024-01-15 21:10:19,2279,184.41.228.136,US,mobile,0,none,25,2231
T00182,2838,2948.97,2024-01-16 05:13:54,9008,114.59.105.184,NG,tablet,1,account_takeover,74,5
T00183,2489,225.51,2024-01-16 00:50:04,6049,116.233.29.144,US,tablet,0,none,2,1887
T00184,1356,409.14,2024-01-15 10:19:17,9866,21.216.176.180,ES,mobile,0,none,24,922
T00185,1987,39.16,2024-01-15 21:55:32,8348,56.69.215.96,AR,desktop,0,none,16,159
T00186,7184,342.95,2024-01-16 03:33:39,7439,177.178.60.46,ES,mobile,0,none,22,3612
T00187,9664,4207.14,2024-01-15 16:21:42,5055,173.217.194.211,NG,desktop,1,account_takeover,94,0
T00188,8546,141.45,2024-01-15 15:30:11,2102,179.214.8.62,MX,mobile,0,none,24,3165
T00189,2653,225.99,2024-01-16 03:39:07,4559,21.205.224.60,MX,mobile,0,none,22,2910
T00190,1924,506.61,2024-01-15 13:12:57,9540,154.164.121.78,NG,tablet,1,velocity_fraud,99,23
T00191,4621,141.2,2024-01-15 20:32:23,7244,183.218.253.13,US,tablet,0,none,18,2453
T00192,9592,211.08,2024-01-15 16:12:16,5927,147.242.123.218,CO,mobile,0,none,5,1258
T00193,3365,457.8,2024-01-15 17:17:02,4331,145.68.198.63,CO,tablet,0,none,18,1720
T00194,6411,461.5,2024-01-16 06:01:34,1647,58.26.137.97,ES,tablet,0,none,12,408
T00195,2192,382.04,2024-01-15 08:33:29,4470,132.106.170.78,ES,mobile,0,none,24,2780
T00196,4113,63.07,2024-01-15 16:42:49,6269,164.104.203.235,US,tablet,0,none,25,1991
T00197,5637,269.16,2024-01-16 01:05:37,6246,141.254.238.26,AR,desktop,0,none,12,1293
T00198,4328,209.9,2024-01-16 05:15:50,7841,47.8.133.142,US,tablet,0,none,19,3569
T00199,5836,168.28,2024-01-16 01:47:24,9037,150.172.131.196,US,desktop,0,none,13,2363
T00200,8550,398.51,2024-01-15 10:42:22,1794,57.30.17.215,ES,desktop,0,none,6,603
T00201,1104,422.06,2024-01-16 06:29:40,8916,65.233.191.16,US,mobile,0,none,8,308
T00202,8993,15.81,2024-01-15 14:31:36,2753,74.8.220.207,NG,tablet,1,friendly_fraud,86,23
T00203,2578,124.28,2024-01-15 22:46:58,8520,78.203.40.96,AR,desktop,0,none,20,2186
T00204,4984,116.8,2024-01-15 21:48:30,7179,176.16.47.104,MX,tablet,0,none,22,3421
T00205,8798,35.29,2024-01-16 03:13:46,1697,201.169.48.230,BR,tablet,1,card_testing,72,15
T00206,4764,434.72,2024-01-15 19:27:00,1256,29.143.16.46,AR,mobile,0,none,19,1977
T00207,4394,377.37,2024-01-15 22:10:07,9856,86.83.123.146,CO,mobile,0,none,23,3392
T00208,6435,371.17,2024-01-15 16:27:07,2245,98.27.50.112,MX,tablet,0,none,23,2996
T00209,6580,308.86,2024-01-15 16:18:22,6829,172.139.230.126,AR,mobile,0,none,20,1654
T00210,7150,341.45,2024-01-15 17:45:23,3526,85.126.37.22,MX,tablet,0,none,22,1586
T00211,7225,318.78,2024-01-15 19:13:25,8286,37.46.2.242,AR,desktop,0,none,24,1625
T00212,6896,55.6,2024-01-15 11:15:46,6798,152.208.52.7,CO,desktop,0,none,3,797
T00213,2524,393.3,2024-01-16 02:58:22,3778,109.43.124.147,AR,desktop,0,none,13,80
T00214,7237,138.11,2024-01-15 18:54:49,8933,52.222.141.108,US,mobile,0,none,9,2049
T00215,2260,472.39,2024-01-15 12:55:58,5991,167.100.234.28,CO,tablet,0,none,24,2590
T00216,1110,169.45,2024-01-15 19:40:30,4290,95.220.69.77,AR,desktop,0,none,20,1586
T00217,8848,482.46,2024-01-15 22:18:22,6980,72.166.192.72,CO,tablet,0,none,11,1223
T00218,2865,103.9,2024-01-15 18:36:25,2133,128.107.224.205,ES,mobile,0,none,18,766
T00219,7703,73.89,2024-01-16 00:21:00,8851,49.216.193.19,AR,tablet,0,none,10,1021
T00220,7566,462.13,2024-01-15 17:02:16,6816,102.43.55.197,ES,mobile,0,none,23,1743
T00221,3725,26.93,2024-01-15 17:25:13,4637,120.54.5.26,CO,desktop,0,none,21,2804
T00222,9366,281.21,2024-01-16 05:25:47,9199,105.200.237.198,US,desktop,0,none,23,2386
T00223,3469,17.16,2024-01-15 20:29:26,8460,39.72.178.80,CO,mobile,0,none,4,1240
T00224,4389,177.41,2024-01-15 12:11:24,1370,27.153.22.208,CO,desktop,0,none,4,1824
T00225,6620,340.18,2024-01-15 23:31:25,8570,54.81.169.144,US,tablet,0,none,6,3063
T00226,4798,316.73,2024-01-15 23:38:22,7370,17.101.230.152,CO,desktop,0,none,6,2653
T00227,1072,106.86,2024-01-15 15:10:30,8496,36.95.187.84,MX,tablet,0,none,25,2912
T00228,2867,432.01,2024-01-15 20:48:55,8501,109.200.58.90,AR,tablet,0,none,17,2647
T00229,3826,354.46,2024-01-15 16:41:10,6003,182.68.160.31,ES,mobile,0,none,10,2546
T00230,2916,348.25,2024-01-16 01:43:08,9804,45.196.216.48,CO,tablet,0,none,17,1621
T00231,3838,247.37,2024-01-15 08:20:56,8939,168.27.183.244,AR,desktop,0,none,5,796
T00232,3236,195.05,2024-01-16 00:09:36,9006,185.251.212.182,CO,desktop,0,none,18,2100
T00233,3740,39.9,2024-01-16 00:39:02,9115,58.147.86.200,CN,desktop,1,card_testing,77,9
T00234,9369,13.76,2024-01-15 15:57:24,7965,211.21.225.140,NG,tablet,1,card_testing,87,26
T00235,2677,328.57,2024-01-15 12:16:26,4882,77.178.44.113,MX,desktop,0,none,8,1249
T00236,4438,296.02,2024-01-15 15:31:22,4390,119.84.71.201,ES,tablet,0,none,12,3556
T00237,1972,268.48,2024-01-15 17:44:01,9428,190.149.148.147,US,desktop,0,none,20,2236
T00238,2560,460.2,2024-01-15 19:43:37,5055,222.67.127.38,RU,tablet,1,friendly_fraud,78,27
T00239,7434,290.83,2024-01-16 02:46:22,5558,125.38.47.104,CO,desktop,0,none,9,2601
T00240,7046,246.58,2024-01-16 03:27:28,7516,127.183.32.204,MX,tablet,0,none,19,40
T00241,4568,413.3,2024-01-15 20:30:54,1793,96.66.248.202,AR,desktop,0,none,16,1129
T00242,1752,17.98,2024-01-15 12:48:10,5945,117.0.219.52,RU,desktop,1,friendly_fraud,99,27
T00243,3604,438.91,2024-01-15 22:25:49,6005,31.190.84.14,AR,desktop,0,none,3,2711
T00244,4836,50.14,2024-01-16 00:12:15,1152,29.67.115.133,US,desktop,0,none,4,34
T00245,1132,409.47,2024-01-15 11:43:45,2690,28.117.196.23,US,desktop,0,none,14,2872
T00246,6133,153.13,2024-01-16 04:30:31,1138,183.73.35.136,US,tablet,0,none,13,3198
T00247,3688,362.6,2024-01-15 11:39:28,3293,167.226.111.23,US,desktop,0,none,21,3094
T00248,3017,195.1,2024-01-16 05:52:54,5668,80.43.127.142,US,mobile,0,none,14,1318
T00249,1439,330.91,2024-01-16 07:31:34,1894,140.96.200.76,ES,tablet,0,none,10,871
T00250,4921,60.81,2024-01-15 19:31:20,3162,145.6.184.240,ES,mobile,0,none,16,2643
T00251,7337,286.35,2024-01-15 17:32:45,4534,28.8.34.4,US,desktop,0,none,12,2267
T00252,1652,474.6,2024-01-15 22:38:47,2350,192.212.216.180,AR,tablet,0,none,13,2105
T00253,9791,80.58,2024-01-16 05:21:05,2083,62.79.167.101,MX,tablet,0,none,3,1299
T00254,6081,366.33,2024-01-16 06:10:00,1901,121.59.232.157,US,mobile,0,none,8,267
T00255,6067,330.74,2024-01-15 20:37:23,9568,45.5.83.128,MX,tablet,0,none,6,519
T00256,9474,361.78,2024-01-15 23:37:52,5456,78.60.15.86,US,tablet,0,none,6,1553
T00257,9582,25.06,2024-01-15 17:17:18,2685,220.85.188.41,CN,desktop,1,card_testing,86,11
T00258,2889,256.87,2024-01-15 13:27:51,3932,21.241.186.99,MX,mobile,0,none,2,3547
T00259,1579,457.4,2024-01-15 19:38:54,5444,92.127.213.235,CO,mobile,0,none,24,2715
T00260,2276,64.1,2024-01-16 00:56:00,5625,142.23.205.18,US,mobile,0,none,22,245
T00261,6090,278.78,2024-01-15 21:24:30,9083,154.155.124.119,US,desktop,0,none,1,1541
T00262,4201,275.55,2024-01-15 08:20:57,6488,16.119.177.163,MX,desktop,0,none,8,646
T00263,1023,191.26,2024-01-15 10:10:50,3332,62.121.214.126,AR,mobile,0,none,24,3008
T00264,5584,4506.98,2024-01-15 12:51:39,7461,192.43.48.130,NG,desktop,1,account_takeover,86,13
T00265,2226,35.83,2024-01-15 19:52:42,6211,76.161.201.180,US,desktop,0,none,22,565
T00266,8417,41.97,2024-01-16 00:58:06,6145,49.54.84.116,ES,mobile,0,none,7,587
T00267,7660,1931.04,2024-01-15 19:04:34,1660,68.61.46.41,NG,desktop,1,velocity_fraud,76,14
T00268,4522,167.26,2024-01-15 14:19:49,1509,111.25.153.67,US,desktop,0,none,3,2942
T00269,7625,280.2,2024-01-15 10:14:43,4641,36.71.62.4,MX,desktop,0,none,18,1053
T00270,3141,203.29,2024-01-15 10:20:50,4239,160.132.38.6,MX,tablet,0,none,22,2611
T00271,8265,50.53,2024-01-15 22:22:53,9128,22.86.221.211,MX,desktop,0,none,11,531
